SKU,Style,Color,Category,Size
NW004-TP-PJ-XS,NW004,Brown,Set,XS
SET246-KR-PP-XXL,SET246,Green,Set,XXL
CH202-ORANGE-XXL,CH202,Orange,Bottom,XXL
SET156-KR-NP-XL,SET156,Orange,Set,XL
JNE3637-KR-L,JNE3637,White,kurta,L
BL087-XXL,BL087,Yellow,Blouse,XXL
JNE3778-KR-L,JNE3778,Green,kurta,L
PJNE2270-KR-N-6XL,PJNE2270,Green,kurta,6XL
JNE3606-KR-L,JNE3606,White,kurta,L
JNE3504-KR-XS,JNE3504,Yellow,kurta,XS
SET432-KR-PP-L,SET432,Black,Set,L
JNE3472-KR-XS,JNE3472,Green,kurta,XS
MEN5027-KR-XXL,MEN5027,Brown,kurta,XXL
J0228-SKD-M,J0228,Green,Set,M
SET295-KR-NP-XS,SET295,White,Set,XS
SET116-KR-NP-M,SET116,Green,Set,M
SET306-KR-PP-XXL,SET306,Green,Set,XXL
J0303-KR-XS,J0303,Brown,kurta,XS
JNE3701-KR-XL,JNE3701,Brown,kurta,XL
JNE3742-KR-XXXL,JNE3742,Blue,kurta,3XL
JNE3364-KR-1051-A-M,JNE3364,Blue,kurta,M
JNE3793-KR-XXXL,JNE3793,White,kurta,3XL
NW012-TP-PJ-L,NW012,Purple,Set,L
JNE3425-KR-XXXL,JNE3425,Purple,kurta,3XL
SET187-KR-DH-S,SET187,Blue,Set,S
JNE3792-KR-M,JNE3792,Orange,kurta,M
J0201-TP-XS,J0201,Brown,Top,XS
SET363-KR-NP-XL,SET363,Green,Set,XL
JNE1408-GREY-KR-UDF19-S,JNE1408,Red,kurta,S
J0376-SKD-XS,J0376,Red,Set,XS
JNE3450-KR-XL,JNE3450,Yellow,kurta,XL
NW008-ST-CP-L,NW008,Brown,Set,L
SET253-KR-NP-XXXL,SET253,Red,Set,3XL
JNE3368-KR-XXXL,JNE3368,Brown,kurta,3XL
MEN5010-KR-M,MEN5010,Red,kurta,M
JNE3363-KR-1032-XXXL,JNE3363,Green,kurta,3XL
J0323-CD-M,J0323,Black,Top,M
JNE3617-KR-XXL,JNE3617,Yellow,kurta,XXL
J0170-TP-A-S,J0170,Purple,Top,S
JNE3470-KR-XL,JNE3470,Blue,kurta,XL
JNE3703-KR-XS,JNE3703,Green,kurta,XS
JNE3798-KR-A-M,JNE3798,Green,Western Dress,M
JNE3735-KR-L,JNE3735,Purple,kurta,L
SET278-KR-NP-XS,SET278,White,Set,XS
SET185-KR-NP-M,SET185,Black,Set,M
MEN5009-KR-M,MEN5009,Black,kurta,M
J0372-SKD-XXL,J0372,Yellow,Set,XXL
MEN5009-KR-L,MEN5009,Brown,kurta,L
BTM029-NP-L,BTM029,Green,Bottom,L
JNE3897-KR-M,JNE3897,Black,kurta,M
J0338-DR-XS,J0338,Purple,Western Dress,XS
JNE3788-KR-S,JNE3788,Green,kurta,S
JNE3744-TU-XL,JNE3744,Yellow,Top,XL
BL113-L,BL113,Green,Blouse,L
SET446-KR-NP-XS,SET446,Blue,Set,XS
J0333-DR-XXL,J0333,Blue,Western Dress,XXL
SET328-KR-NP-XS,SET328,Brown,Set,XS
SET401-KR-NP-XS,SET401,Purple,Set,XS
JNE3776-KR-S,JNE3776,Orange,kurta,S
MEN5017-KR-XL,MEN5017,Orange,kurta,XL
SET232-KR-PP-L,SET232,Brown,Set,L
JNE3473-KR-M,JNE3473,Green,kurta,M
JNE3635-KR-XS,JNE3635,Green,kurta,XS
JNE3762-KR-XS,JNE3762,White,kurta,XS
J0392-TP-L,J0392,Red,Top,L
SET285-KR-SHA-M,SET285,White,Set,M
J0091-TP-M,J0091,Orange,Top,M
SET116-KR-NP-XXL,SET116,White,Set,XXL
JNE3818-KR-XXL,JNE3818,Green,kurta,XXL
JNE3439-KR-XXXL,JNE3439,Green,kurta,3XL
SET352-KR-NP-XL,SET352,Green,Set,XL
JNE3435-KR-XXL,JNE3435,Orange,kurta,XXL
JNE3605-KR-S,JNE3605,Yellow,kurta,S
JNE3888-KR-XXXL,JNE3888,Yellow,kurta,3XL
JNE3745-KR-XL,JNE3745,Green,kurta,XL
BL109-XXL,BL109,Green,Blouse,XXL
SET043-KR-NP-XS,SET043,Red,Set,XS
J0103-SKD-XXXL,J0103,Yellow,Set,3XL
JNE3817-KR-S,JNE3817,Red,kurta,S
J0151-KR-L,J0151,Red,kurta,L
JNE3636-KR-XXL,JNE3636,Purple,kurta,XXL
J0235-SKD-XL,J0235,White,Set,XL
JNE2270-KR-487-A-XS,JNE2270,Purple,kurta,XS
J0091-TP-XXL,J0091,Blue,Top,XXL
JNE3777-KR-XXL,JNE3777,Green,kurta,XXL
J0013-SKD-XS,J0013,Green,Set,XS
JNE3504-KR-XXXL,JNE3504,Green,kurta,3XL
SET130-KR-NP-XXL,SET130,Purple,Set,XXL
J0375-SKD-M,J0375,Blue,Set,M
J0397-DR-XS,J0397,Purple,Western Dress,XS
JNE3652-TP-N-L,JNE3652,Black,Top,L
JNE3365-KR-1052-A-XXXL,JNE3365,Green,kurta,3XL
SET058-KR-NP-M,SET058,White,Set,M
J0226-SKD-XXXL,J0226,Brown,Set,3XL
SET332-KR-PP-S,SET332,Blue,Set,S
JNE3476-KR-XS,JNE3476,Brown,kurta,XS
JNE3618-KR-L,JNE3618,Black,kurta,L
MEN5001-KR-XL,MEN5001,Black,kurta,XL
J0416-DR-XXL,J0416,Green,Western Dress,XXL
JNE3671-TU-XXL,JNE3671,Orange,Top,XXL
JNE3562-KR-S,JNE3562,Red,kurta,S
CH206-GREEN-M,CH206,Green,Bottom,M
CH201-RED-M,CH201,White,Bottom,M
CH208-MUSTARD-M,CH208,Green,Bottom,M
CH205-YELLOW-XL,CH205,Brown,Bottom,XL
JNE3439-KR-XS,JNE3439,Blue,kurta,XS
SET269-KR-NP-XS,SET269,Orange,Set,XS
J0219-BL-XL,J0219,Green,Blouse,XL
JNE3607-KR-XXL,JNE3607,Red,kurta,XXL
JNE3404-KR-XXXL,JNE3404,Green,kurta,3XL
JNE3575-KR-XXXL,JNE3575,Black,kurta,3XL
JNE3872-KR-L,JNE3872,Green,kurta,L
JNE3363-KR-1032-L,JNE3363,Blue,kurta,L
BTM047-PP-L,BTM047,Red,Bottom,L
JNE3364-KR-1051-XXL,JNE3364,Black,kurta,XXL
JNE3805-KR-S,JNE3805,Orange,kurta,S
JNE3865-TP-XL,JNE3865,Green,Top,XL
JNE3813-KR-XXXL,JNE3813,Orange,kurta,3XL
J0343-DR-XS,J0343,Red,Western Dress,XS
JNE3560-KR-M,JNE3560,Red,kurta,M
JNE3421-KR-L,JNE3421,Black,kurta,L
SET156-KR-NP-XXL,SET156,Green,Set,XXL
SET267-KR-NP-S,SET267,Green,Set,S
NW020-ST-SR-XXXL,NW020,Purple,Set,3XL
J0023-TP-XXL,J0023,Green,Top,XXL
SET389-KR-NP-XS,SET389,Green,Set,XS
J0217-BL-XL,J0217,Yellow,Blouse,XL
JNE3294-KR-XL,JNE3294,Orange,kurta,XL
SET353-KR-NP-L,SET353,Black,Set,L
JNE3522-KR-L,JNE3522,Brown,kurta,L
JNE3564-KR-XL,JNE3564,Black,kurta,XL
AN212-WHITE-S,AN212,Green,Bottom,S
J0397-DR-S,J0397,Purple,Western Dress,S
JNE3405-KR-L,JNE3405,Brown,kurta,L
J0294-TP-XS,J0294,Blue,Top,XS
JNE3795-KR-XXXL,JNE3795,Purple,kurta,3XL
JNE2265-KR-501-XXL,JNE2265,Blue,kurta,XXL
JNE3683-TU-XS,JNE3683,Yellow,Top,XS
JNE3893-TP-XS,JNE3893,Brown,Top,XS
NW031-TP-PJ-XXXL,NW031,Black,Set,3XL
PJNE2270-KR-N-5XL,PJNE2270,Green,kurta,5XL
J0211-DR-XL,J0211,Brown,Ethnic Dress,XL
J0337-TP-XS,J0337,Red,Top,XS
SET144-KR-NP-XS,SET144,Purple,Set,XS
JNE3669-TU-XXL,JNE3669,Brown,Top,XXL
J0350-SET-XXXL,J0350,Black,Set,3XL
JNE3581-KR-M,JNE3581,Yellow,kurta,M
NW020-ST-SR-XXL,NW020,Green,Set,XXL
J0299-KR-M,J0299,White,kurta,M
JNE3694-KR-M,JNE3694,Blue,kurta,M
SET266-KR-NP-XL,SET266,Green,Set,XL
J0187-KR-S,J0187,Green,kurta,S
J0245-SKD-M,J0245,White,Set,M
SET383-KR-NP-XXXL,SET383,Purple,Set,3XL
J0280-SKD-S,J0280,White,Set,S
JNE3756-KR-L,JNE3756,White,kurta,L
JNE3872-KR-XL,JNE3872,Brown,kurta,XL
J0006-SET-XXXL,J0006,Red,Ethnic Dress,3XL
JNE3712-TP-N-XS,JNE3712,Yellow,Top,XS
J0092-SET-XS,J0092,Purple,Set,XS
JNE2009-KR-310-XS,JNE2009,Green,kurta,XS
SET193-KR-NP-A-XXXL,SET193,White,Set,3XL
SET307-KR-DPT-XXL,SET307,Green,Set,XXL
SET188-KR-NP-M,SET188,Black,Set,M
SET319-KR-NP-XXXL,SET319,Red,Set,3XL
PSET268-KR-NP-4XL,PSET268,Red,Set,4XL
J0282-SET-XL,J0282,Green,Set,XL
JNE3311-KR-S,JNE3311,Purple,kurta,S
J0388-TP-XL,J0388,Green,Top,XL
SET376-KR-NP-XS,SET376,Red,Set,XS
J0329-KR-XXXL,J0329,Blue,kurta,3XL
JNE3365-KR-1052-S,JNE3365,Orange,kurta,S
JNE3790-KR-XS,JNE3790,Orange,kurta,XS
JNE3606-KR-S,JNE3606,Yellow,kurta,S
J0250-SKD-L,J0250,Red,Set,L
MEN5003-KR-L,MEN5003,Green,kurta,L
SET192-KR-NP-S,SET192,Orange,Set,S
JNE3605-KR-M,JNE3605,Green,kurta,M
SET158-KR-PP-XXXL,SET158,Orange,Set,3XL
SET324-KR-NP-XL,SET324,Green,Set,XL
JNE3423-KR-A-XXL,JNE3423,Orange,kurta,XXL
J0346-SET-XXL,J0346,White,Set,XXL
J0339-DR-XXXL,J0339,Red,Western Dress,3XL
JNE3899-KR-A-S,JNE3899,Green,kurta,S
MEN5019-KR-M,MEN5019,Blue,kurta,M
SET347-KR-NP-S,SET347,Orange,Set,S
SET461-KR-NP-XS,SET461,Red,Set,XS
SET449-KR-NP-M,SET449,Purple,Set,M
JNE3635-KR-XL,JNE3635,Orange,kurta,XL
JNE3823-KR-S,JNE3823,Purple,kurta,S
JNE3791-DR-XXL,JNE3791,Blue,Ethnic Dress,XXL
J0195-TP-S,J0195,Brown,Top,S
JNE3451-KR-XXL,JNE3451,Green,kurta,XXL
JNE3742-KR-M,JNE3742,Yellow,kurta,M
J0380-SKD-L,J0380,Purple,Set,L
SET145-KR-NP-M,SET145,White,Set,M
SET275-KR-NP-XXL,SET275,Green,Set,XXL
SET110-KR-PP-L,SET110,Purple,Set,L
JNE3734-KR-L,JNE3734,Blue,kurta,L
J0245-SKD-S,J0245,Brown,Set,S
J0385-KR-S,J0385,Yellow,kurta,S
JNE3412-KR-XS,JNE3412,Brown,kurta,XS
SET188-KR-NP-XS,SET188,White,Set,XS
SET058-KR-NP-XS,SET058,Blue,Set,XS
J0334-TP-L,J0334,Yellow,Top,L
JNE3528-KR-XS,JNE3528,Black,kurta,XS
JNE3501-KR-XXL,JNE3501,Brown,kurta,XXL
SET158-KR-PP-M,SET158,Green,Set,M
SET048-KR-NP-XS,SET048,Yellow,Set,XS
J0380-SKD-XXXL,J0380,Black,Set,3XL
JNE3805-KR-XXXL,JNE3805,Black,kurta,3XL
NW015-TP-PJ-M,NW015,Purple,Set,M
PJNE2270-KR-N-4XL,PJNE2270,Black,kurta,4XL
JNE3619-KR-XXL,JNE3619,Green,kurta,XXL
JNE3500-KR-L,JNE3500,Brown,kurta,L
JNE3823-KR-XXL,JNE3823,White,kurta,XXL
SET290-KR-DPT-S,SET290,Blue,Set,S
SET396-KR-PP-M,SET396,Brown,Set,M
SET396-KR-PP-S,SET396,Purple,Set,S
SET145-KR-NP-S,SET145,Green,Set,S
JNE3408-KR-XXXL,JNE3408,Blue,kurta,3XL
J0011-LCD-XXXL,J0011,Blue,Set,3XL
JNE2305-KR-533-XXL,JNE2305,Blue,kurta,XXL
JNE3030-KR-S,JNE3030,Red,kurta,S
BTM048-PP-XXL,BTM048,Black,Bottom,XXL
JNE3389-KR-S,JNE3389,Green,kurta,S
SET343-KR-NP-XS,SET343,Orange,Set,XS
JNE3928-KR-XL,JNE3928,Red,kurta,XL
JNE3635-KR-XXL,JNE3635,Black,kurta,XXL
SET053-KR-NP-XL,SET053,Red,Set,XL
JNE3764-KR-XXXL,JNE3764,Blue,kurta,3XL
J0213-TP-L,J0213,Red,Top,L
JNE3773-KR-XL,JNE3773,Green,kurta,XL
SAR182,SAR182,White,Saree,Free
J0158-DR-XS,J0158,Green,Western Dress,XS
J0194-DR-L,J0194,Brown,Western Dress,L
JNE3628-KR-XXL,JNE3628,Orange,kurta,XXL
NW032-ST-CP-XXXL,NW032,Orange,Set,3XL
SET058-KR-NP-L,SET058,Brown,Set,L
JNE3778-KR-XL,JNE3778,Brown,kurta,XL
JNE3635-KR-M,JNE3635,Red,kurta,M
JNE3617-KR-M,JNE3617,Yellow,kurta,M
JNE3751-KR-XXXL,JNE3751,Green,kurta,3XL
JNE3619-KR-XS,JNE3619,Red,kurta,XS
JNE3806-KR-L,JNE3806,Brown,kurta,L
SET253-KR-NP-M,SET253,Blue,Set,M
JNE3763-KR-XL,JNE3763,Black,kurta,XL
JNE3348-KR-M,JNE3348,Black,kurta,M
SET233-KR-PP-L,SET233,Brown,Set,L
J0095-SET-XL,J0095,Green,Set,XL
SET388-KR-NP-XXL,SET388,Green,Set,XXL
JNE3928-KR-XS,JNE3928,Purple,kurta,XS
SET044-KR-NP-L,SET044,Red,Set,L
SET329-KR-NP-S,SET329,Green,Set,S
J0308-DR-XXXL,J0308,Orange,Western Dress,3XL
J0073-KR-M,J0073,Black,kurta,M
J0006-SET-XXL,J0006,Yellow,Ethnic Dress,XXL
JNE3807-KR-XXL,JNE3807,Green,kurta,XXL
SET348-KR-NP-XS,SET348,Red,Set,XS
JNE3695-KR-XL,JNE3695,Yellow,kurta,XL
JNE3485-KR-XXL,JNE3485,White,kurta,XXL
J0207-DR-XL,J0207,Blue,Western Dress,XL
JNE3622-KR-XXL,JNE3622,Orange,kurta,XXL
JNE1977-KR-237-M,JNE1977,Brown,kurta,M
SET383-KR-NP-XL,SET383,Green,Set,XL
JNE3777-KR-S,JNE3777,Green,kurta,S
JNE3714-KR-XXL,JNE3714,Green,kurta,XXL
JNE3644-TP-N-XL,JNE3644,White,Top,XL
J0331-KR-XXL,J0331,Orange,kurta,XXL
BTM033-NP-XXXL,BTM033,Green,Bottom,3XL
BTM035-NP-XXXL,BTM035,Green,Bottom,3XL
JNE3715-KR-XL,JNE3715,Green,kurta,XL
JNE1906-KR-031-XXXL,JNE1906,Red,kurta,3XL
JNE3571-KR-L,JNE3571,Orange,kurta,L
JNE3577-KR-S,JNE3577,Green,kurta,S
JNE3575-KR-M,JNE3575,Red,kurta,M
J0310-TP-M,J0310,Black,Top,M
J0376-SKD-L,J0376,Orange,Set,L
J0135-SET-M,J0135,Brown,Set,M
JNE3753-KR-XL,JNE3753,Red,kurta,XL
JNE3500-KR-XL,JNE3500,Orange,kurta,XL
JNE3482-KR-XL,JNE3482,Orange,kurta,XL
SET249-KR-NP-S,SET249,Green,Set,S
J0293-DR-M,J0293,Orange,Western Dress,M
JNE2032-KR-205-XXL,JNE2032,Black,kurta,XXL
SET116-KR-NP-XXXL,SET116,Green,Set,3XL
JNE3639-TP-N-S,JNE3639,White,Top,S
JNE3756-KR-XS,JNE3756,White,kurta,XS
J0073-KR-XXL,J0073,Blue,kurta,XXL
J0348-SET-XXL,J0348,Yellow,Set,XXL
J0134-SET-XL,J0134,Brown,Set,XL
JNE3252-KR-M,JNE3252,Orange,kurta,M
SET130-KR-NP-XL,SET130,Red,Set,XL
JNE3643-TP-N-XL,JNE3643,Red,Top,XL
J0340-TP-XL,J0340,Green,Top,XL
JNE3885-KR-XXXL,JNE3885,Brown,kurta,3XL
J0072-KR-XL,J0072,Red,kurta,XL
JNE3765-KR-XXL,JNE3765,Black,kurta,XXL
MEN5031-KR-M,MEN5031,White,kurta,M
JNE2199-KR-411-A-M,JNE2199,Brown,kurta,M
JNE2307-KR-572-M,JNE2307,Brown,kurta,M
SET394-KR-NP-XXL,SET394,White,Set,XXL
JNE3760-KR-XL,JNE3760,Black,kurta,XL
MEN5011-KR-M,MEN5011,Black,kurta,M
JNE3636-KR-S,JNE3636,White,kurta,S
JNE3769-KR-XS,JNE3769,Yellow,kurta,XS
J0098-TP-XS,J0098,Blue,Top,XS
SET223-KR-NP-S,SET223,Green,Set,S
SET182-KR-DH-S,SET182,Black,Set,S
JNE3777-KR-L,JNE3777,Black,kurta,L
JNE3602-KR-XXL,JNE3602,Blue,kurta,XXL
SET270-KR-PP-XXL,SET270,Purple,Set,XXL
J0101-DR-A-M,J0101,Green,Ethnic Dress,M
J0351-SET-M,J0351,Red,Set,M
SET014-KR-PP-S,SET014,Purple,Set,S
J0239-SKD-XXL,J0239,Yellow,Set,XXL
JNE3483-KR-M,JNE3483,Brown,kurta,M
JNE3720-KR-XS,JNE3720,Green,kurta,XS
SET380-KR-NP-M,SET380,Brown,Set,M
SET348-KR-NP-S,SET348,Green,Set,S
SET262-KR-NP-A-XS,SET262,Green,Set,XS
SET281-KR-PP-A-XS,SET281,Brown,Set,XS
SET409-KR-NP-XS,SET409,Orange,Set,XS
SET198-KR-NP-A-XS,SET198,Green,Set,XS
SET087-KR-PP-XL,SET087,Orange,Set,XL
JNE3642-TP-XL,JNE3642,Brown,Top,XL
JNE3602-KR-M,JNE3602,Black,kurta,M
BTM039-PP-XXXL,BTM039,Purple,Bottom,3XL
SET165-KR-PP-XXL,SET165,Blue,Set,XXL
JNE3856-KR-XL,JNE3856,Purple,kurta,XL
J0378-SKD-XXXL,J0378,Yellow,Set,3XL
SET313-KR-NP-XXXL,SET313,Brown,Set,3XL
JNE3403-KR-XXL,JNE3403,Green,kurta,XXL
JNE3486-KR-XL,JNE3486,Brown,kurta,XL
J0139-KR-XL,J0139,Purple,kurta,XL
SET198-KR-NP-A-S,SET198,Black,Set,S
JNE3422-KR-L,JNE3422,Brown,kurta,L
JNE3909-KR-S,JNE3909,White,kurta,S
JNE3608-KR-L,JNE3608,Green,kurta,L
JNE3778-KR-XXL,JNE3778,Purple,kurta,XXL
SET288-KR-NP-XS,SET288,Orange,Set,XS
BTM038-PP-L,BTM038,Yellow,Bottom,L
J0376-SKD-XXXL,J0376,Orange,Set,3XL
MEN5018-KR-M,MEN5018,Orange,kurta,M
JNE3257-KR-XL,JNE3257,Black,kurta,XL
J0332-DR-S,J0332,Purple,Western Dress,S
SET272-KR-PP-S,SET272,Red,Set,S
J0293-DR-S,J0293,Purple,Western Dress,S
J0295-DR-XL,J0295,Purple,Western Dress,XL
SET384-KR-NP-XS,SET384,Brown,Set,XS
SET404-KR-NP-S,SET404,Green,Set,S
JNE3504-KR-L,JNE3504,White,kurta,L
J0250-SKD-XXXL,J0250,Purple,Set,3XL
NW032-ST-CP-XL,NW032,Yellow,Set,XL
SET301-KR-PP-XL,SET301,Blue,Set,XL
SET243-KR-PP-XXL,SET243,Red,Set,XXL
MEN5006-KR-XXL,MEN5006,Blue,kurta,XXL
SET282-KR-PP-XXL,SET282,Brown,Set,XXL
JNE3885-KR-L,JNE3885,Black,kurta,L
JNE2153-KR-278-A-S,JNE2153,Yellow,kurta,S
J0347-SET-XL,J0347,Purple,Set,XL
JNE2251-KR-537-C-S,JNE2251,Green,kurta,S
J0396-DR-XXXL,J0396,Red,Western Dress,3XL
JNE3564-KR-S,JNE3564,Green,kurta,S
J0376-SKD-S,J0376,Green,Set,S
SET397-KR-NP  -M,SET397,Brown,Set,M
J0301-TP-XXXL,J0301,Purple,Top,3XL
J0382-SKD-XL,J0382,Green,Set,XL
NW024-TP-PJ-XXL,NW024,White,Set,XXL
MEN5022-KR-XL,MEN5022,Purple,kurta,XL
AN209-BIEGE-XL,AN209,White,Bottom,XL
SET318-KR-SHA-M,SET318,Green,Set,M
JNE3445-KR-M,JNE3445,Yellow,kurta,M
JNE3576-KR-L,JNE3576,White,kurta,L
JNE3757-KR-M,JNE3757,Purple,kurta,M
SET337-KR-NP-M,SET337,Yellow,Set,M
MEN5023-KR-XXXL,MEN5023,Green,kurta,3XL
MEN5010-KR-XXXL,MEN5010,Yellow,kurta,3XL
JNE3615-KR-XXL,JNE3615,Orange,kurta,XXL
J0112-TP-M,J0112,Green,Top,M
JNE3252-KR-L,JNE3252,Purple,kurta,L
JNE3680-TU-M,JNE3680,Green,Top,M
J0337-TP-M,J0337,Black,Top,M
JNE3391-KR-XXL,JNE3391,White,kurta,XXL
J0181-TP-M,J0181,White,Top,M
JNE3750-KR-XS,JNE3750,Orange,kurta,XS
JNE3288-KR-L,JNE3288,Black,kurta,L
SET158-KR-PP-S,SET158,Purple,Set,S
JNE3780-KR-XXL,JNE3780,Red,kurta,XXL
SET289-KR-NP-XL,SET289,Red,Set,XL
J0175-KR-L,J0175,Blue,kurta,L
J0380-SKD-XS,J0380,White,Set,XS
JNE3905-DR-M,JNE3905,Blue,Western Dress,M
JNE3549-KR-M,JNE3549,Black,kurta,M
SET386-KR-NP-M,SET386,Yellow,Set,M
JNE3721-KR-XXXL,JNE3721,White,kurta,3XL
J0203-TP-XXL,J0203,Brown,Top,XXL
SET279-LC-M,SET279,Orange,Set,M
SET339-KR-NP-XS,SET339,Brown,Set,XS
JNE3742-KR-XL,JNE3742,Orange,kurta,XL
JNE3710-DR-XL,JNE3710,Black,Western Dress,XL
J0204-TP-XXL,J0204,Brown,Top,XXL
J0344-TP-XXXL,J0344,Blue,Top,3XL
SET062-KR-SP-XXXL,SET062,Green,Set,3XL
SET343-KR-NP-L,SET343,Yellow,Set,L
SET062-KR-SP-L,SET062,Blue,Set,L
JNE3750-KR-XL,JNE3750,Yellow,kurta,XL
SET110-KR-PP-XXL,SET110,Brown,Set,XXL
SET240-KR-PP-XXL,SET240,Blue,Set,XXL
SET062-KR-SP-XS,SET062,Purple,Set,XS
SET431-KR-NP-XL,SET431,Black,Set,XL
J0115-TP-XXL,J0115,Yellow,Top,XXL
J0197-TP-XXL,J0197,Green,Top,XXL
J0204-TP-XS,J0204,Red,Top,XS
SET240-KR-PP-XXXL,SET240,White,Set,3XL
JNE2307-KR-572-XL,JNE2307,Orange,kurta,XL
JNE3670-TU-M,JNE3670,Red,Top,M
JNE3548-KR-XL,JNE3548,Red,kurta,XL
JNE3745-KR-L,JNE3745,Red,kurta,L
SET038-KR-PP-XXL,SET038,Orange,Set,XXL
JNE3838-KR-XXXL,JNE3838,Blue,kurta,3XL
J0162-SKD-M,J0162,Green,Set,M
JNE3708-TU-L,JNE3708,Green,Top,L
J0399-DR-L,J0399,Green,Western Dress,L
JNE3477-KR-XL,JNE3477,Brown,kurta,XL
SET154-KR-NP-M,SET154,Orange,Set,M
SET363-KR-NP-L,SET363,Brown,Set,L
MEN5004-KR-L,MEN5004,Green,kurta,L
J0330-KR-M,J0330,Purple,kurta,M
JNE3439-KR-L,JNE3439,Orange,kurta,L
SET243-KR-PP-S,SET243,Green,Set,S
J0249-SKD-L,J0249,White,Set,L
J0251-SKD-S,J0251,Red,Set,S
SET186-KR-DH-XL,SET186,Red,Set,XL
JNE3751-KR-XXL,JNE3751,Brown,kurta,XXL
JNE3689-TU-XXXL,JNE3689,Purple,Top,3XL
SET373-KR-PP-XL,SET373,Green,Set,XL
J0226-SKD-XL,J0226,Orange,Set,XL
SET388-KR-NP-XL,SET388,Brown,Set,XL
J0165-TP-XXXL,J0165,Yellow,Top,3XL
SET129-KR-NP-XL,SET129,Brown,Set,XL
JNE3637-KR-S,JNE3637,Orange,kurta,S
J0249-SKD-S,J0249,Brown,Set,S
NW035-ST-CP-S,NW035,Green,Set,S
J0118-TP-XL,J0118,Orange,Top,XL
JNE3866-KR-XS,JNE3866,Brown,kurta,XS
AN211-BLACK-XXL,AN211,White,Bottom,XXL
SET358-KR-NP-L,SET358,Yellow,Set,L
J0118-TP-XS,J0118,Red,Top,XS
SET147-KR-NP-XXXL,SET147,Brown,Set,3XL
JNE3910-KR-XXXL,JNE3910,Green,kurta,3XL
SET414-KR-NP-XXL,SET414,Yellow,Set,XXL
SET347-KR-NP-XXXL,SET347,Yellow,Set,3XL
JNE3534-KR-XS,JNE3534,Green,kurta,XS
MEN5024-KR-XXL,MEN5024,Green,kurta,XXL
MEN5031-KR-XXL,MEN5031,Green,kurta,XXL
J0075-KR-XS,J0075,Red,kurta,XS
SET232-KR-PP-M,SET232,Blue,Set,M
JNE3928-KR-XXL,JNE3928,Red,kurta,XXL
JNE3294-KR-XS,JNE3294,Green,kurta,XS
SET282-KR-PP-XXXL,SET282,White,Set,3XL
SET203-KR-DPT-XXL,SET203,Yellow,Set,XXL
J0210-DR-XL,J0210,Green,Ethnic Dress,XL
JNE3807-KR-XS,JNE3807,Green,kurta,XS
SET392-KR-NP-XXXL,SET392,Green,Set,3XL
SET394-KR-NP-XL,SET394,Purple,Set,XL
SET171-KR-NP-XXXL,SET171,Green,Set,3XL
JNE3368-KR-XL,JNE3368,Purple,kurta,XL
SET266-KR-NP-L,SET266,Black,Set,L
JNE3441-KR-B-XXXL,JNE3441,Yellow,kurta,3XL
SET390-KR-NP-M,SET390,Green,Set,M
JNE3790-KR-L,JNE3790,Black,kurta,L
BL111-XS,BL111,Purple,Blouse,XS
NW016-ST-SR-M,NW016,Brown,Set,M
JNE3255-KR-XL,JNE3255,Green,kurta,XL
SET116-KR-NP-XS,SET116,Yellow,Set,XS
JNE3904-DR-S,JNE3904,Purple,Western Dress,S
SET014-KR-PP-M,SET014,Blue,Set,M
NW002-TP-PJ-XL,NW002,Green,Set,XL
JNE3562-KR-XL,JNE3562,Brown,kurta,XL
SET394-KR-NP-L,SET394,Yellow,Set,L
JNE3391-KR-L,JNE3391,White,kurta,L
SET132-KR-NP-XS,SET132,Purple,Set,XS
JNE3559-KR-XXXL,JNE3559,Black,kurta,3XL
J0376-SKD-M,J0376,Brown,Set,M
SET094-KR-NP-M,SET094,Orange,Set,M
JNE3785-KR-S,JNE3785,Black,kurta,S
JNE3726-KR-M,JNE3726,Black,kurta,M
J0380-SKD-S,J0380,Brown,Set,S
NW022-TP-PJ-XXXL,NW022,Black,Set,3XL
J0023-TP-XL,J0023,Black,Top,XL
JNE3804-KR-XL,JNE3804,Green,kurta,XL
J0225-SKD-XXXL,J0225,Purple,Set,3XL
JNE3252-KR-XL,JNE3252,Black,kurta,XL
JNE3688-TU-S,JNE3688,Black,Top,S
J0418-TP-XXL,J0418,Green,Top,XXL
JNE3581-KR-L,JNE3581,Orange,kurta,L
SET219-KR-PP-XXXL,SET219,Brown,Set,3XL
JNE3405-KR-XXL,JNE3405,Green,kurta,XXL
JNE3614-KR-S,JNE3614,White,kurta,S
J0295-DR-XXL,J0295,Brown,Western Dress,XXL
JNE3438-KR-XL,JNE3438,White,kurta,XL
JNE3866-KR-L,JNE3866,Black,kurta,L
MEN5032-KR-XL,MEN5032,White,kurta,XL
SET398-KR-PP-L,SET398,Orange,Set,L
SET274-KR-PP-XS,SET274,Orange,Set,XS
J0136-KR-S,J0136,Yellow,kurta,S
SET204-KR-DPT-XS,SET204,Brown,Set,XS
SET307-KR-DPT-XXXL,SET307,Red,Set,3XL
JNE3782-KR-XS,JNE3782,Yellow,kurta,XS
MEN5013-KR-S,MEN5013,Black,kurta,S
J0220-BL-M,J0220,Brown,Blouse,M
JNE3738-KR-S,JNE3738,Yellow,kurta,S
JNE2265-KR-501-XS,JNE2265,Black,kurta,XS
J0145-SET-XXXL,J0145,Blue,Set,3XL
